movieId,tmdbId,positive_probability,negative_probability,num_reviews,positive_percent,negative_percent
172.0,9886.0,0.0,1.0,2,0.0,100.0
173.0,9482.0,0.0,1.0,2,0.0,100.0
175.0,9344.0,0.0,1.0,1,0.0,100.0
180.0,2293.0,1.0,0.0,2,100.0,0.0
184.0,34574.0,0.0,1.0,1,0.0,100.0
185.0,1642.0,1.0,0.0,1,100.0,0.0
188.0,11980.0,1.0,0.0,1,100.0,0.0
191.0,10533.0,0.0,1.0,1,0.0,100.0
194.0,10149.0,1.0,0.0,1,100.0,0.0
195.0,18402.0,1.0,0.0,1,100.0,0.0
196.0,9348.0,0.3333333333333333,0.6666666666666666,3,33.33,66.67
198.0,281.0,1.0,0.0,1,100.0,0.0
203.0,9090.0,1.0,0.0,1,100.0,0.0
204.0,3512.0,0.3333333333333333,0.6666666666666666,3,33.33,66.67
208.0,9804.0,1.0,0.0,3,100.0,0.0
211.0,49805.0,1.0,0.0,1,100.0,0.0
215.0,76.0,1.0,0.0,2,100.0,0.0
216.0,11017.0,1.0,0.0,1,100.0,0.0
217.0,37141.0,0.5,0.5,2,50.0,50.0
220.0,18256.0,1.0,0.0,1,100.0,0.0
222.0,22625.0,1.0,0.0,1,100.0,0.0
223.0,2292.0,1.0,0.0,3,100.0,0.0
224.0,1909.0,0.75,0.25,4,75.0,25.0
227.0,4954.0,1.0,0.0,2,100.0,0.0
230.0,11929.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
231.0,8467.0,0.4,0.6,5,40.0,60.0
233.0,20156.0,0.5,0.5,2,50.0,50.0
235.0,522.0,1.0,0.0,1,100.0,0.0
236.0,397.0,1.0,0.0,1,100.0,0.0
240.0,27303.0,1.0,0.0,1,100.0,0.0
246.0,14275.0,1.0,0.0,1,100.0,0.0
247.0,1024.0,1.0,0.0,3,100.0,0.0
249.0,13701.0,1.0,0.0,1,100.0,0.0
250.0,14819.0,0.0,1.0,1,0.0,100.0
253.0,628.0,1.0,0.0,1,100.0,0.0
256.0,6280.0,1.0,0.0,1,100.0,0.0
258.0,37108.0,0.0,1.0,1,0.0,100.0
260.0,11.0,0.8333333333333334,0.16666666666666666,6,83.33,16.67
261.0,9587.0,1.0,0.0,3,100.0,0.0
263.0,49980.0,0.0,1.0,1,0.0,100.0
266.0,4476.0,1.0,0.0,1,100.0,0.0
267.0,11008.0,1.0,0.0,1,100.0,0.0
272.0,11318.0,1.0,0.0,2,100.0,0.0
273.0,3036.0,0.75,0.25,4,75.0,25.0
274.0,40490.0,1.0,0.0,1,100.0,0.0
276.0,8986.0,0.5,0.5,2,50.0,50.0
277.0,10510.0,1.0,0.0,1,100.0,0.0
280.0,8438.0,1.0,0.0,1,100.0,0.0
281.0,11593.0,1.0,0.0,1,100.0,0.0
288.0,241.0,1.0,0.0,2,100.0,0.0
289.0,9058.0,1.0,0.0,2,100.0,0.0
290.0,527.0,1.0,0.0,1,100.0,0.0
292.0,6950.0,1.0,0.0,2,100.0,0.0
293.0,101.0,1.0,0.0,2,100.0,0.0
296.0,680.0,0.8333333333333334,0.16666666666666666,6,83.33,16.67
299.0,40156.0,1.0,0.0,2,100.0,0.0
302.0,10452.0,1.0,0.0,1,100.0,0.0
303.0,12106.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
306.0,110.0,1.0,0.0,2,100.0,0.0
307.0,108.0,1.0,0.0,2,100.0,0.0
308.0,109.0,1.0,0.0,2,100.0,0.0
315.0,2636.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
316.0,2164.0,0.3333333333333333,0.6666666666666666,3,33.33,66.67
317.0,11395.0,1.0,0.0,1,100.0,0.0
318.0,278.0,0.8823529411764706,0.11764705882352941,17,88.24,11.76
319.0,9905.0,1.0,0.0,2,100.0,0.0
320.0,87078.0,1.0,0.0,1,100.0,0.0
327.0,9067.0,0.0,1.0,1,0.0,100.0
328.0,9059.0,0.0,1.0,1,0.0,100.0
329.0,193.0,0.5,0.5,4,50.0,50.0
335.0,36141.0,1.0,0.0,1,100.0,0.0
337.0,1587.0,0.75,0.25,4,75.0,25.0
338.0,9271.0,1.0,0.0,1,100.0,0.0
339.0,2064.0,1.0,0.0,5,100.0,0.0
344.0,3049.0,1.0,0.0,2,100.0,0.0
345.0,2759.0,1.0,0.0,2,100.0,0.0
348.0,11382.0,1.0,0.0,1,100.0,0.0
349.0,9331.0,1.0,0.0,2,100.0,0.0
350.0,10731.0,1.0,0.0,1,100.0,0.0
353.0,9495.0,1.0,0.0,5,100.0,0.0
354.0,29973.0,0.0,1.0,1,0.0,100.0
355.0,888.0,1.0,0.0,1,100.0,0.0
356.0,13.0,1.0,0.0,3,100.0,0.0
357.0,712.0,0.5,0.5,2,50.0,50.0
362.0,10714.0,1.0,0.0,2,100.0,0.0
364.0,8587.0,1.0,0.0,2,100.0,0.0
366.0,11596.0,1.0,0.0,1,100.0,0.0
367.0,854.0,1.0,0.0,3,100.0,0.0
368.0,9359.0,1.0,0.0,1,100.0,0.0
370.0,36593.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
373.0,10427.0,1.0,0.0,2,100.0,0.0
377.0,1637.0,0.75,0.25,4,75.0,25.0
379.0,8831.0,1.0,0.0,1,100.0,0.0
380.0,36955.0,1.0,0.0,4,100.0,0.0
383.0,12160.0,0.0,1.0,1,0.0,100.0
384.0,40480.0,1.0,0.0,1,100.0,0.0
390.0,315.0,1.0,0.0,1,100.0,0.0
393.0,11667.0,0.0,1.0,1,0.0,100.0
405.0,8011.0,1.0,0.0,1,100.0,0.0
407.0,2654.0,1.0,0.0,1,100.0,0.0
409.0,19092.0,1.0,0.0,1,100.0,0.0
410.0,2758.0,1.0,0.0,2,100.0,0.0
413.0,13595.0,0.5,0.5,2,50.0,50.0
416.0,11853.0,0.5,0.5,2,50.0,50.0
417.0,16771.0,1.0,0.0,1,100.0,0.0
420.0,306.0,0.0,1.0,2,0.0,100.0
423.0,178.0,1.0,0.0,1,100.0,0.0
432.0,11310.0,1.0,0.0,1,100.0,0.0
434.0,9350.0,1.0,0.0,3,100.0,0.0
435.0,9612.0,1.0,0.0,3,100.0,0.0
436.0,2124.0,0.5,0.5,2,50.0,50.0
440.0,11566.0,1.0,0.0,1,100.0,0.0
441.0,9571.0,1.0,0.0,5,100.0,0.0
442.0,9739.0,0.5,0.5,2,50.0,50.0
446.0,10997.0,1.0,0.0,1,100.0,0.0
450.0,16297.0,1.0,0.0,1,100.0,0.0
454.0,37233.0,1.0,0.0,2,100.0,0.0
455.0,1634.0,0.0,1.0,2,0.0,100.0
457.0,5503.0,1.0,0.0,1,100.0,0.0
458.0,35588.0,1.0,0.0,1,100.0,0.0
468.0,10612.0,1.0,0.0,1,100.0,0.0
474.0,9386.0,1.0,0.0,2,100.0,0.0
475.0,7984.0,1.0,0.0,3,100.0,0.0
477.0,15765.0,1.0,0.0,2,100.0,0.0
480.0,329.0,1.0,0.0,10,100.0,0.0
485.0,9593.0,0.0,1.0,1,0.0,100.0
487.0,22317.0,1.0,0.0,2,100.0,0.0
489.0,12121.0,1.0,0.0,1,100.0,0.0
490.0,2246.0,0.0,1.0,1,0.0,100.0
491.0,10502.0,0.0,1.0,1,0.0,100.0
494.0,2320.0,1.0,0.0,1,100.0,0.0
495.0,5879.0,1.0,0.0,1,100.0,0.0
497.0,11971.0,1.0,0.0,1,100.0,0.0
499.0,31911.0,1.0,0.0,1,100.0,0.0
500.0,788.0,1.0,0.0,1,100.0,0.0
501.0,21450.0,1.0,0.0,3,100.0,0.0
502.0,11231.0,1.0,0.0,3,100.0,0.0
506.0,9300.0,1.0,0.0,2,100.0,0.0
507.0,9559.0,1.0,0.0,1,100.0,0.0
508.0,9800.0,0.8333333333333334,0.16666666666666666,6,83.33,16.67
509.0,713.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
512.0,25557.0,0.0,1.0,1,0.0,100.0
515.0,1245.0,1.0,0.0,2,100.0,0.0
519.0,5550.0,0.0,1.0,3,0.0,100.0
527.0,424.0,1.0,0.0,3,100.0,0.0
529.0,14291.0,1.0,0.0,1,100.0,0.0
531.0,11236.0,1.0,0.0,1,100.0,0.0
532.0,11592.0,1.0,0.0,1,100.0,0.0
533.0,8850.0,0.3333333333333333,0.6666666666666666,3,33.33,66.67
534.0,10445.0,1.0,0.0,1,100.0,0.0
535.0,695.0,0.5,0.5,2,50.0,50.0
537.0,12519.0,1.0,0.0,1,100.0,0.0
538.0,23210.0,1.0,0.0,1,100.0,0.0
539.0,858.0,0.5,0.5,2,50.0,50.0
540.0,867.0,0.0,1.0,1,0.0,100.0
541.0,78.0,1.0,0.0,10,100.0,0.0
542.0,13203.0,0.0,1.0,1,0.0,100.0
543.0,10442.0,1.0,0.0,1,100.0,0.0
544.0,11074.0,1.0,0.0,2,100.0,0.0
548.0,9057.0,0.0,1.0,1,0.0,100.0
551.0,9479.0,1.0,0.0,2,100.0,0.0
552.0,10057.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
553.0,11969.0,1.0,0.0,4,100.0,0.0
555.0,319.0,0.8333333333333334,0.16666666666666666,6,83.33,16.67
562.0,11446.0,1.0,0.0,1,100.0,0.0
564.0,24405.0,1.0,0.0,1,100.0,0.0
567.0,8223.0,1.0,0.0,1,100.0,0.0
580.0,37345.0,0.0,1.0,1,0.0,100.0
585.0,9066.0,1.0,0.0,1,100.0,0.0
586.0,771.0,1.0,0.0,4,100.0,0.0
587.0,251.0,1.0,0.0,3,100.0,0.0
588.0,812.0,1.0,0.0,4,100.0,0.0
589.0,280.0,0.8571428571428571,0.14285714285714285,7,85.71,14.29
590.0,581.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
592.0,268.0,0.6666666666666666,0.3333333333333333,9,66.67,33.33
593.0,274.0,1.0,0.0,7,100.0,0.0
594.0,408.0,1.0,0.0,1,100.0,0.0
595.0,10020.0,1.0,0.0,2,100.0,0.0
596.0,10895.0,1.0,0.0,1,100.0,0.0
597.0,114.0,1.0,0.0,7,100.0,0.0
599.0,576.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
600.0,15477.0,1.0,0.0,1,100.0,0.0
608.0,275.0,1.0,0.0,4,100.0,0.0
609.0,25059.0,0.0,1.0,1,0.0,100.0
610.0,11827.0,1.0,0.0,1,100.0,0.0
616.0,10112.0,1.0,0.0,1,100.0,0.0
617.0,4307.0,0.5,0.5,2,50.0,50.0
628.0,1592.0,1.0,0.0,2,100.0,0.0
647.0,10684.0,0.0,1.0,1,0.0,100.0
648.0,954.0,0.6666666666666666,0.3333333333333333,6,66.67,33.33
653.0,8840.0,1.0,0.0,1,100.0,0.0
661.0,10539.0,1.0,0.0,1,100.0,0.0
662.0,10543.0,1.0,0.0,1,100.0,0.0
665.0,11902.0,0.5,0.5,2,50.0,50.0
668.0,5801.0,1.0,0.0,1,100.0,0.0
671.0,3065.0,0.0,1.0,1,0.0,100.0
673.0,2300.0,1.0,0.0,3,100.0,0.0
674.0,8069.0,0.25,0.75,4,25.0,75.0
679.0,221917.0,1.0,0.0,1,100.0,0.0
680.0,8072.0,1.0,0.0,2,100.0,0.0
688.0,27281.0,0.0,1.0,1,0.0,100.0
695.0,37144.0,1.0,0.0,1,100.0,0.0
704.0,9103.0,0.0,1.0,1,0.0,100.0
707.0,10990.0,0.5,0.5,2,50.0,50.0
708.0,8866.0,0.0,1.0,1,0.0,100.0
709.0,12233.0,1.0,0.0,1,100.0,0.0
714.0,922.0,1.0,0.0,1,100.0,0.0
719.0,9304.0,1.0,0.0,1,100.0,0.0
726.0,46063.0,0.0,1.0,1,0.0,100.0
728.0,32513.0,1.0,0.0,1,100.0,0.0
733.0,9802.0,0.6,0.4,5,60.0,40.0
735.0,21588.0,1.0,0.0,1,100.0,0.0
736.0,664.0,1.0,0.0,2,100.0,0.0
741.0,9323.0,1.0,0.0,2,100.0,0.0
742.0,10280.0,1.0,0.0,1,100.0,0.0
743.0,10535.0,0.0,1.0,1,0.0,100.0
745.0,532.0,1.0,0.0,2,100.0,0.0
748.0,10547.0,0.0,1.0,1,0.0,100.0
750.0,935.0,1.0,0.0,4,100.0,0.0
761.0,9826.0,0.5,0.5,2,50.0,50.0
764.0,22621.0,0.0,1.0,1,0.0,100.0
765.0,7095.0,1.0,0.0,1,100.0,0.0
773.0,77771.0,1.0,0.0,2,100.0,0.0
778.0,627.0,0.5,0.5,2,50.0,50.0
780.0,602.0,0.6,0.4,5,60.0,40.0
782.0,9566.0,1.0,0.0,1,100.0,0.0
783.0,10545.0,1.0,0.0,2,100.0,0.0
784.0,9894.0,0.5,0.5,2,50.0,50.0
785.0,11543.0,0.0,1.0,1,0.0,100.0
786.0,9268.0,0.0,1.0,1,0.0,100.0
788.0,9327.0,1.0,0.0,1,100.0,0.0
798.0,11228.0,0.0,1.0,1,0.0,100.0
799.0,10779.0,1.0,0.0,2,100.0,0.0
800.0,26748.0,1.0,0.0,2,100.0,0.0
802.0,9294.0,0.0,1.0,1,0.0,100.0
805.0,1645.0,1.0,0.0,2,100.0,0.0
808.0,36344.0,1.0,0.0,1,100.0,0.0
809.0,18550.0,0.0,1.0,1,0.0,100.0
818.0,12606.0,1.0,0.0,1,100.0,0.0
835.0,18555.0,1.0,0.0,1,100.0,0.0
836.0,12123.0,0.0,1.0,2,0.0,100.0
837.0,10830.0,1.0,0.0,2,100.0,0.0
838.0,3573.0,1.0,0.0,3,100.0,0.0
839.0,10546.0,0.0,1.0,1,0.0,100.0
841.0,31417.0,1.0,0.0,2,100.0,0.0
842.0,9431.0,1.0,0.0,1,100.0,0.0
849.0,10061.0,0.0,1.0,2,0.0,100.0
852.0,10478.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
858.0,238.0,0.8333333333333334,0.16666666666666666,6,83.33,16.67
866.0,9303.0,1.0,0.0,3,100.0,0.0
879.0,11015.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
880.0,9306.0,0.5,0.5,2,50.0,50.0
881.0,12559.0,0.0,1.0,1,0.0,100.0
886.0,10723.0,0.5,0.5,2,50.0,50.0
888.0,19004.0,0.0,1.0,1,0.0,100.0
891.0,10987.0,0.0,1.0,2,0.0,100.0
898.0,981.0,1.0,0.0,3,100.0,0.0
899.0,872.0,1.0,0.0,4,100.0,0.0
901.0,13320.0,1.0,0.0,1,100.0,0.0
902.0,164.0,1.0,0.0,2,100.0,0.0
903.0,426.0,0.8,0.2,5,80.0,20.0
904.0,567.0,1.0,0.0,5,100.0,0.0
905.0,3078.0,1.0,0.0,3,100.0,0.0
906.0,13528.0,1.0,0.0,1,100.0,0.0
907.0,28288.0,1.0,0.0,1,100.0,0.0
908.0,213.0,0.7142857142857143,0.2857142857142857,7,71.43,28.57
909.0,284.0,1.0,0.0,4,100.0,0.0
910.0,239.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
911.0,4808.0,1.0,0.0,4,100.0,0.0
912.0,289.0,1.0,0.0,4,100.0,0.0
913.0,963.0,1.0,0.0,4,100.0,0.0
914.0,11113.0,1.0,0.0,3,100.0,0.0
915.0,6620.0,1.0,0.0,2,100.0,0.0
916.0,804.0,1.0,0.0,3,100.0,0.0
917.0,26531.0,1.0,0.0,1,100.0,0.0
918.0,909.0,1.0,0.0,2,100.0,0.0
919.0,630.0,1.0,0.0,5,100.0,0.0
920.0,770.0,1.0,0.0,1,100.0,0.0
922.0,599.0,1.0,0.0,4,100.0,0.0
923.0,15.0,0.9,0.1,10,90.0,10.0
924.0,62.0,1.0,0.0,12,100.0,0.0
926.0,705.0,1.0,0.0,4,100.0,0.0
927.0,22490.0,0.0,1.0,1,0.0,100.0
928.0,223.0,1.0,0.0,7,100.0,0.0
929.0,25670.0,1.0,0.0,2,100.0,0.0
930.0,303.0,1.0,0.0,2,100.0,0.0
931.0,4174.0,1.0,0.0,2,100.0,0.0
933.0,381.0,1.0,0.0,3,100.0,0.0
935.0,29376.0,1.0,0.0,1,100.0,0.0
936.0,1859.0,1.0,0.0,1,100.0,0.0
938.0,17281.0,1.0,0.0,1,100.0,0.0
940.0,10907.0,1.0,0.0,2,100.0,0.0
941.0,32093.0,1.0,0.0,2,100.0,0.0
942.0,1939.0,1.0,0.0,2,100.0,0.0
944.0,3598.0,1.0,0.0,1,100.0,0.0
945.0,3080.0,1.0,0.0,1,100.0,0.0
947.0,13562.0,1.0,0.0,3,100.0,0.0
948.0,1712.0,1.0,0.0,1,100.0,0.0
950.0,3529.0,1.0,0.0,1,100.0,0.0
951.0,3085.0,1.0,0.0,1,100.0,0.0
952.0,2897.0,0.5,0.5,2,50.0,50.0
953.0,1585.0,1.0,0.0,6,100.0,0.0
954.0,3083.0,1.0,0.0,3,100.0,0.0
955.0,900.0,1.0,0.0,4,100.0,0.0
956.0,43795.0,1.0,0.0,2,100.0,0.0
959.0,43905.0,1.0,0.0,2,100.0,0.0
961.0,23114.0,1.0,0.0,1,100.0,0.0
963.0,40206.0,1.0,0.0,1,100.0,0.0
965.0,260.0,1.0,0.0,1,100.0,0.0
968.0,10331.0,0.75,0.25,4,75.0,25.0
969.0,488.0,1.0,0.0,3,100.0,0.0
970.0,22733.0,1.0,0.0,2,100.0,0.0
971.0,261.0,1.0,0.0,1,100.0,0.0
973.0,32574.0,1.0,0.0,1,100.0,0.0
976.0,22649.0,1.0,0.0,2,100.0,0.0
991.0,1770.0,1.0,0.0,1,100.0,0.0
994.0,18203.0,1.0,0.0,1,100.0,0.0
996.0,9333.0,1.0,0.0,1,100.0,0.0
999.0,9401.0,1.0,0.0,2,100.0,0.0
1005.0,10680.0,0.0,1.0,1,0.0,100.0
1006.0,6346.0,0.0,1.0,1,0.0,100.0
1007.0,18660.0,1.0,0.0,2,100.0,0.0
1008.0,35115.0,1.0,0.0,1,100.0,0.0
1009.0,14821.0,1.0,0.0,2,100.0,0.0
1010.0,14136.0,1.0,0.0,2,100.0,0.0
1011.0,10869.0,0.5,0.5,2,50.0,50.0
1013.0,19186.0,1.0,0.0,3,100.0,0.0
1014.0,31102.0,1.0,0.0,2,100.0,0.0
1015.0,6878.0,1.0,0.0,1,100.0,0.0
1017.0,18444.0,1.0,0.0,1,100.0,0.0
1018.0,20723.0,1.0,0.0,2,100.0,0.0
1019.0,173.0,1.0,0.0,2,100.0,0.0
1021.0,24795.0,1.0,0.0,1,100.0,0.0
1022.0,11224.0,1.0,0.0,2,100.0,0.0
1025.0,9078.0,0.5,0.5,2,50.0,50.0
1027.0,8367.0,0.0,1.0,2,0.0,100.0
1028.0,433.0,1.0,0.0,3,100.0,0.0
1029.0,11360.0,1.0,0.0,5,100.0,0.0
1031.0,12335.0,1.0,0.0,2,100.0,0.0
1032.0,12092.0,1.0,0.0,2,100.0,0.0
1033.0,10948.0,1.0,0.0,1,100.0,0.0
1035.0,15121.0,1.0,0.0,3,100.0,0.0
1036.0,562.0,1.0,0.0,9,100.0,0.0
1037.0,10163.0,0.0,1.0,2,0.0,100.0
1041.0,11159.0,1.0,0.0,4,100.0,0.0
1042.0,9591.0,1.0,0.0,1,100.0,0.0
1046.0,10938.0,1.0,0.0,2,100.0,0.0
1047.0,11412.0,0.5,0.5,2,50.0,50.0
1049.0,10586.0,1.0,0.0,3,100.0,0.0
1051.0,27845.0,1.0,0.0,1,100.0,0.0
1055.0,38153.0,0.0,1.0,2,0.0,100.0
1056.0,25147.0,1.0,0.0,2,100.0,0.0
1057.0,9716.0,1.0,0.0,1,100.0,0.0
1059.0,454.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
1060.0,10218.0,1.0,0.0,1,100.0,0.0
1061.0,819.0,1.0,0.0,2,100.0,0.0
1064.0,11238.0,1.0,0.0,2,100.0,0.0
1068.0,28120.0,1.0,0.0,2,100.0,0.0
1073.0,252.0,1.0,0.0,5,100.0,0.0
1076.0,16372.0,0.5,0.5,2,50.0,50.0
1079.0,623.0,1.0,0.0,2,100.0,0.0
1080.0,583.0,0.5,0.5,2,50.0,50.0
1082.0,21711.0,1.0,0.0,2,100.0,0.0
1084.0,475.0,1.0,0.0,2,100.0,0.0
1086.0,521.0,1.0,0.0,6,100.0,0.0
1088.0,88.0,0.6,0.4,5,60.0,40.0
1089.0,500.0,0.5,0.5,4,50.0,50.0
1090.0,792.0,1.0,0.0,2,100.0,0.0
1091.0,8491.0,1.0,0.0,1,100.0,0.0
1092.0,402.0,1.0,0.0,2,100.0,0.0
1093.0,10537.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
1095.0,9504.0,1.0,0.0,4,100.0,0.0
1096.0,15764.0,1.0,0.0,1,100.0,0.0
1097.0,601.0,1.0,0.0,4,100.0,0.0
1099.0,25842.0,1.0,0.0,2,100.0,0.0
1100.0,2119.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
1101.0,744.0,0.75,0.25,4,75.0,25.0
1103.0,221.0,1.0,0.0,1,100.0,0.0
1104.0,702.0,0.5,0.5,2,50.0,50.0
1120.0,1630.0,1.0,0.0,1,100.0,0.0
1124.0,11816.0,1.0,0.0,1,100.0,0.0
1125.0,11843.0,1.0,0.0,1,100.0,0.0
1126.0,10379.0,1.0,0.0,1,100.0,0.0
1127.0,2756.0,1.0,0.0,4,100.0,0.0
1128.0,790.0,1.0,0.0,3,100.0,0.0
1129.0,1103.0,1.0,0.0,3,100.0,0.0
1130.0,11298.0,1.0,0.0,3,100.0,0.0
1131.0,4480.0,1.0,0.0,3,100.0,0.0
1132.0,4481.0,1.0,0.0,2,100.0,0.0
1136.0,762.0,0.6666666666666666,0.3333333333333333,3,66.67,33.33
1137.0,44497.0,0.0,1.0,1,0.0,100.0
1147.0,10548.0,1.0,0.0,1,100.0,0.0
1148.0,531.0,1.0,0.0,2,100.0,0.0
1156.0,61461.0,0.0,1.0,1,0.0,100.0
1161.0,659.0,1.0,0.0,1,100.0,0.0
1162.0,30892.0,1.0,0.0,1,100.0,0.0
1172.0,11216.0,1.0,0.0,4,100.0,0.0
1173.0,7452.0,1.0,0.0,1,100.0,0.0
1175.0,892.0,1.0,0.0,2,100.0,0.0
1176.0,1600.0,1.0,0.0,1,100.0,0.0
1177.0,26561.0,1.0,0.0,1,100.0,0.0
1178.0,975.0,1.0,0.0,3,100.0,0.0
1179.0,18129.0,1.0,0.0,1,100.0,0.0
1180.0,54405.0,1.0,0.0,1,100.0,0.0
1183.0,409.0,1.0,0.0,1,100.0,0.0
1185.0,10161.0,1.0,0.0,1,100.0,0.0
1186.0,1412.0,0.5,0.5,2,50.0,50.0
1187.0,41768.0,1.0,0.0,1,100.0,0.0
1188.0,10409.0,1.0,0.0,3,100.0,0.0
1189.0,14285.0,1.0,0.0,1,100.0,0.0
1190.0,2469.0,1.0,0.0,1,100.0,0.0
1193.0,510.0,1.0,0.0,4,100.0,0.0
1194.0,11455.0,1.0,0.0,1,100.0,0.0
1196.0,1891.0,0.8571428571428571,0.14285714285714285,7,85.71,14.29
1197.0,2493.0,1.0,0.0,2,100.0,0.0
1198.0,85.0,1.0,0.0,5,100.0,0.0
1199.0,68.0,0.5,0.5,2,50.0,50.0
1200.0,679.0,0.8571428571428571,0.14285714285714285,14,85.71,14.29
1201.0,429.0,0.9,0.1,10,90.0,10.0
1202.0,13446.0,0.75,0.25,4,75.0,25.0
